0.5;127
1;127
1.5;127
2;127
2.5;128
3;128
3.5;128
4;128
4.5;128
5;127
5.5;127
6;127
6.5;127
7;127
7.5;127
8;127
8.5;128
9;128
9.5;127
10;127
10.5;127
11;127
11.5;127
12;127
12.5;127
13;128
13.5;128
14;128
14.5;128
15;127
15.5;128
16;128
16.5;127
17;127
17.5;127
18;128
18.5;128
19;128
19.5;128
20;128
20.5;128
21;128
21.5;128
22;128
22.5;128
23;128
23.5;128
24;128
24.5;128
25;128
25.5;128
26;128
26.5;128
27;128
27.5;128
28;128
28.5;128
29;128
29.5;128
30;128
30.5;128
31;128
31.5;128
32;128
32.5;128
33;128
33.5;128
34;128
34.5;128
35;128
35.5;128
36;128
36.5;128
37;128
37.5;128
38;128
38.5;128
39;128
39.5;128
40;128
40.5;128
41;128
41.5;128
42;129
42.5;128
43;129
43.5;129
44;128
44.5;128
45;128
45.5;128
46;128
46.5;129
47;129
47.5;129
48;129
48.5;129
49;129
49.5;129
50;129
50.5;129
51;129
51.5;129
52;129
52.5;129
53;129
53.5;129
54;129
54.5;129
55;129
55.5;129
56;129
56.5;129
57;129
57.5;129
58;129
58.5;129
59;129
59.5;129
60;129
60.5;130
61;129
61.5;130
62;130
62.5;130
63;130
63.5;130
64;130
64.5;130
65;130
65.5;130
66;130
66.5;130
67;130
67.5;130
68;130
68.5;130
69;130
69.5;130
70;130
70.5;130
71;130
71.5;130
72;130
72.5;131
73;131
73.5;131
74;131
74.5;131
75;131
75.5;131
76;131
76.5;131
77;131
77.5;131
78;131
78.5;131
79;131
79.5;131
80;131
80.5;131
81;131
81.5;131
82;131
82.5;131
83;131
83.5;131
84;131
84.5;132
85;132
85.5;132
86;132
86.5;132
87;132
87.5;132
88;132
88.5;132
89;132
89.5;132
90;132
90.5;132
91;132
91.5;132
92;132
92.5;132
93;132
93.5;132
94;132
94.5;132
95;132
95.5;132
96;132
96.5;133
97;133
97.5;133
98;133
98.5;133
99;133
99.5;133
100;133
100.5;133
101;133
101.5;133
102;133
102.5;133
103;133
103.5;134
104;134
104.5;134
105;134
105.5;134
106;134
106.5;134
107;134
107.5;134
108;134
108.5;134
109;134
109.5;134
110;134
110.5;134
111;134
111.5;134
112;135
112.5;135
113;134
113.5;135
114;135
114.5;135
115;135
115.5;135
116;135
116.5;135
117;135
117.5;135
118;135
118.5;135
119;135
119.5;135
120;135
120.5;135
121;135
121.5;135
122;136
122.5;136
123;136
123.5;136
124;136
124.5;136
125;136
125.5;136
126;136
126.5;136
127;136
127.5;136
128;136
128.5;136
129;137
129.5;137
130;137
130.5;137
131;137
131.5;137
132;137
132.5;137
133;137
133.5;137
134;137
134.5;137
135;137
135.5;137
136;137
136.5;138
137;138
137.5;138
138;138
138.5;138
139;138
139.5;138
140;138
140.5;138
141;138
141.5;138
142;138
142.5;138
143;138
143.5;139
144;139
144.5;139
145;139
145.5;139
146;139
146.5;139
147;139
147.5;139
148;139
148.5;139
149;139
149.5;139
150;140
150.5;139
151;140
151.5;140
152;140
152.5;140
153;140
153.5;140
154;140
154.5;140
155;140
155.5;140
156;140
156.5;140
157;141
157.5;141
158;141
158.5;141
159;141
159.5;141
160;141
160.5;141
161;141
161.5;141
162;141
162.5;141
163;141
163.5;142
164;142
164.5;142
165;142
165.5;142
166;142
166.5;142
167;142
167.5;142
168;142
168.5;142
169;142
169.5;142
170;142
170.5;143
171;143
171.5;143
172;143
172.5;143
173;143
173.5;143
174;143
174.5;143
175;143
175.5;143
176;143
176.5;143
177;144
177.5;144
178;144
178.5;144
179;144
179.5;144
180;144
180.5;144
181;144
181.5;144
182;144
182.5;144
183;145
183.5;145
184;145
184.5;145
185;145
185.5;145
186;145
186.5;145
187;145
187.5;145
188;145
188.5;145
189;145
189.5;146
190;146
190.5;146
191;146
191.5;146
192;146
192.5;146
193;146
193.5;146
194;146
194.5;146
195;146
195.5;146
196;146
196.5;147
197;147
197.5;147
198;147
198.5;147
199;147
199.5;147
200;147
200.5;147
201;147
201.5;148
202;148
202.5;148
203;148
203.5;148
204;148
204.5;148
205;148
205.5;148
206;148
206.5;148
207;148
207.5;149
208;149
208.5;149
209;149
209.5;149
210;149
210.5;149
211;149
211.5;149
212;149
212.5;149
213;149
213.5;150
214;150
214.5;150
215;150
215.5;150
216;150
216.5;150
217;150
217.5;150
218;150
218.5;150
219;150
219.5;150
220;151
220.5;151
221;151
221.5;151
222;151
222.5;151
223;151
223.5;151
224;151
224.5;151
225;151
225.5;152
226;152
226.5;152
227;152
227.5;152
228;152
228.5;152
229;152
229.5;152
230;152
230.5;152
231;153
231.5;153
232;153
232.5;153
233;153
233.5;153
234;153
234.5;153
235;153
235.5;153
236;153
236.5;153
237;154
237.5;154
238;154
238.5;154
239;154
239.5;154
240;154
240.5;154
241;154
241.5;154
242;154
242.5;155
243;154
243.5;155
244;155
244.5;155
245;155
245.5;155
246;155
246.5;155
247;155
247.5;155
248;155
248.5;156
249;156
249.5;156
250;156
250.5;156
251;156
251.5;156
252;156
252.5;156
253;157
253.5;157
254;157
254.5;157
255;157
255.5;157
256;157
256.5;157
257;157
257.5;157
258;157
258.5;157
259;158
259.5;158
260;158
260.5;158
261;158
261.5;158
262;158
262.5;158
263;158
263.5;158
264;159
264.5;159
265;159
265.5;159
266;159
266.5;159
267;159
267.5;159
268;159
268.5;159
269;159
269.5;159
270;160
270.5;160
271;160
271.5;160
272;160
272.5;160
273;160
273.5;160
274;160
274.5;160
275;160
275.5;160
276;161
276.5;161
277;161
277.5;161
278;161
278.5;161
279;161
279.5;161
280;161
280.5;161
281;162
281.5;162
282;162
