164;54;0.32
164.5;54;0.32
165;54;0.32
165.5;54;0.32
166;54;0.32
166.5;54;0.32
167;54;0.28
167.5;55;0.32
168;55;0.32
168.5;55;0.32
169;55;0.28
169.5;55;0.28
170;55;0.28
170.5;56;0.32
171;56;0.32
171.5;56;0.32
172;56;0.32
172.5;56;0.32
173;56;0.28
173.5;57;0.32
174;57;0.32
174.5;57;0.32
175;57;0.32
175.5;57;0.32
176;57;0.32
176.5;58;0.36
177;58;0.36
177.5;58;0.32
178;58;0.32
178.5;59;0.36
179;59;0.36
179.5;59;0.32
180;59;0.32
180.5;59;0.32
181;59;0.32
181.5;59;0.32
182;60;0.36
182.5;60;0.36
183;60;0.32
183.5;60;0.32
184;60;0.32
184.5;60;0.32
185;60;0.32
185.5;61;0.36
186;61;0.36
186.5;61;0.32
187;61;0.32
187.5;62;0.36
188;62;0.36
188.5;62;0.36
189;62;0.32
189.5;62;0.32
190;62;0.32
190.5;63;0.36
191;63;0.36
191.5;63;0.36
192;63;0.36
192.5;63;0.32
193;64;0.36
193.5;64;0.36
194;64;0.36
194.5;64;0.36
195;64;0.36
195.5;64;0.32
196;65;0.36
196.5;65;0.36
197;65;0.36
197.5;65;0.36
198;65;0.36
198.5;65;0.32
199;65;0.32
199.5;66;0.36
200;66;0.36
200.5;66;0.36
201;66;0.36
201.5;66;0.32
202;67;0.36
202.5;67;0.36
203;67;0.36
203.5;67;0.32
204;67;0.32
204.5;68;0.36
205;68;0.36
205.5;68;0.36
206;68;0.36
206.5;68;0.36
207;69;0.36
207.5;69;0.36
208;69;0.36
208.5;69;0.36
209;69;0.36
209.5;70;0.4
210;70;0.4
210.5;70;0.36
211;70;0.36
211.5;70;0.36
212;71;0.4
212.5;71;0.36
213;71;0.36
213.5;71;0.36
214;71;0.36
214.5;72;0.4
215;72;0.4
215.5;72;0.36
216;72;0.36
216.5;72;0.36
217;72;0.36
217.5;72;0.36
218;73;0.36
218.5;73;0.36
219;73;0.36
219.5;73;0.36
220;74;0.4
220.5;74;0.4
221;74;0.36
221.5;74;0.36
222;74;0.36
222.5;74;0.36
223;74;0.36
223.5;75;0.4
224;75;0.4
224.5;75;0.36
225;76;0.4
225.5;76;0.4
226;76;0.4
226.5;76;0.4
227;76;0.36
227.5;76;0.36
228;77;0.4
228.5;77;0.4
229;77;0.4
229.5;77;0.36
230;77;0.36
230.5;78;0.4
231;78;0.4
231.5;78;0.4
232;78;0.36
232.5;78;0.36
233;78;0.36
233.5;79;0.4
234;79;0.4
234.5;79;0.36
235;79;0.36
235.5;80;0.4
236;80;0.4
236.5;80;0.4
237;80;0.36
237.5;80;0.36
238;80;0.36
238.5;81;0.4
239;81;0.4
239.5;81;0.36
240;81;0.36
240.5;82;0.4
241;82;0.4
241.5;82;0.4
242;82;0.4
242.5;82;0.4
243;82;0.36
243.5;83;0.4
244;83;0.4
244.5;83;0.4
245;83;0.36
245.5;83;0.36
246;84;0.4
246.5;84;0.4
247;84;0.4
247.5;84;0.4
248;84;0.4
248.5;84;0.36
249;85;0.4
249.5;85;0.4
250;85;0.36
250.5;86;0.4
251;86;0.4
251.5;86;0.4
252;86;0.4
252.5;86;0.4
253;86;0.36
253.5;87;0.4
254;87;0.4
254.5;87;0.4
255;87;0.4
255.5;88;0.4
256;88;0.4
256.5;88;0.4
257;88;0.4
257.5;88;0.4
258;89;0.44
258.5;89;0.4
259;89;0.4
259.5;89;0.4
260;89;0.4
260.5;89;0.36
261;90;0.4
261.5;90;0.4
262;90;0.4
262.5;90;0.4
263;90;0.4
263.5;90;0.36
264;91;0.4
264.5;91;0.4
265;91;0.4
265.5;92;0.4
266;92;0.4
266.5;92;0.4
267;92;0.4
267.5;92;0.4
268;92;0.4
268.5;93;0.4
269;93;0.4
269.5;93;0.4
270;93;0.4
270.5;93;0.4
271;94;0.4
271.5;94;0.4
272;94;0.4
272.5;94;0.4
273;94;0.4
273.5;95;0.44
274;95;0.4
274.5;95;0.4
275;95;0.4
275.5;95;0.36
276;96;0.4
276.5;96;0.4
277;96;0.4
277.5;96;0.4
278;96;0.4
278.5;97;0.4
279;97;0.4
279.5;97;0.4
280;97;0.4
280.5;97;0.36
281;98;0.4
281.5;98;0.4
282;98;0.4
282.5;98;0.4
283;98;0.36
283.5;99;0.4
284;99;0.4
284.5;99;0.4
285;99;0.4
285.5;100;0.44
286;100;0.4
286.5;100;0.4
287;100;0.4
287.5;100;0.4
288;101;0.44
288.5;101;0.44
289;101;0.4
289.5;101;0.4
290;101;0.4
290.5;102;0.4
291;102;0.4
291.5;102;0.4
292;102;0.4
292.5;103;0.44
293;103;0.44
293.5;103;0.4
294;103;0.4
294.5;103;0.4
295;104;0.44
295.5;104;0.44
296;104;0.4
296.5;104;0.4
297;105;0.44
297.5;105;0.44
298;105;0.44
298.5;105;0.4
299;106;0.44
299.5;106;0.44
300;106;0.44
300.5;106;0.44
301;107;0.44
301.5;107;0.44
302;107;0.44
302.5;107;0.44
303;107;0.44
303.5;108;0.44
304;108;0.44
304.5;108;0.44
305;108;0.44
305.5;108;0.44
306;109;0.44
306.5;109;0.44
307;109;0.44
307.5;110;0.48
308;110;0.48
308.5;110;0.44
309;110;0.44
309.5;111;0.48
310;111;0.48
310.5;111;0.44
311;111;0.44
311.5;111;0.44
312;112;0.48
312.5;111;0.44
313;112;0.44
313.5;112;0.44
314;112;0.44
314.5;113;0.48
315;113;0.48
315.5;113;0.44
316;113;0.44
316.5;113;0.44
317;114;0.48
317.5;114;0.44
318;114;0.44
318.5;114;0.44
319;115;0.48
319.5;115;0.48
320;115;0.44
320.5;115;0.44
321;115;0.44
321.5;116;0.48
322;116;0.44
322.5;116;0.44
323;116;0.44
323.5;117;0.48
324;117;0.44
324.5;117;0.44
325;117;0.44
325.5;117;0.44
326;118;0.44
326.5;118;0.44
327;118;0.44
327.5;119;0.48
328;119;0.48
328.5;119;0.44
329;119;0.44
329.5;119;0.44
330;120;0.48
330.5;120;0.48
331;120;0.44
331.5;120;0.44
332;120;0.44
332.5;121;0.44
333;121;0.44
333.5;121;0.44
334;121;0.44
334.5;122;0.44
335;122;0.44
335.5;122;0.44
336;122;0.44
336.5;122;0.44
337;122;0.4
337.5;123;0.48
338;123;0.44
338.5;123;0.44
339;123;0.44
339.5;124;0.44
340;124;0.44
340.5;124;0.44
341;125;0.48
341.5;125;0.48
342;125;0.44
342.5;125;0.44
343;125;0.44
343.5;125;0.44
344;126;0.44
344.5;126;0.44
345;126;0.44
345.5;126;0.44
346;127;0.48
346.5;127;0.44
347;127;0.44
347.5;127;0.44
348;127;0.44
348.5;128;0.44
349;128;0.44
349.5;128;0.44
350;128;0.44
350.5;129;0.48
351;129;0.44
351.5;129;0.44
352;129;0.44
352.5;129;0.4
353;130;0.44
353.5;130;0.44
354;130;0.44
354.5;130;0.44
355;131;0.44
355.5;131;0.44
356;131;0.44
356.5;131;0.44
357;131;0.44
357.5;132;0.44
358;132;0.44
358.5;132;0.44
359;132;0.44
359.5;133;0.44
360;133;0.44
360.5;133;0.44
361;133;0.44
361.5;133;0.44
362;134;0.48
362.5;134;0.44
363;134;0.44
363.5;134;0.44
364;134;0.44
364.5;135;0.44
365;135;0.44
365.5;135;0.44
366;135;0.4
366.5;136;0.44
367;136;0.44
367.5;136;0.44
368;136;0.44
368.5;137;0.48
369;137;0.44
369.5;137;0.44
370;137;0.44
370.5;137;0.44
371;138;0.44
371.5;138;0.44
372;138;0.44
372.5;138;0.44
373;138;0.44
373.5;139;0.44
374;139;0.44
374.5;139;0.44
375;139;0.44
375.5;139;0.4
376;140;0.44
376.5;140;0.44
377;140;0.44
377.5;140;0.44
378;141;0.44
378.5;141;0.44
379;141;0.44
379.5;141;0.44
380;141;0.4
380.5;141;0.4
381;142;0.44
381.5;142;0.44
382;142;0.44
382.5;142;0.4
383;143;0.44
383.5;143;0.44
384;143;0.44
384.5;143;0.4
385;143;0.4
385.5;144;0.44
386;144;0.44
386.5;144;0.44
387;144;0.4
387.5;144;0.4
388;145;0.44
388.5;145;0.44
389;145;0.44
389.5;145;0.4
390;146;0.44
390.5;146;0.44
391;146;0.44
391.5;146;0.4
392;146;0.4
392.5;147;0.44
393;147;0.44
393.5;147;0.4
394;147;0.4
394.5;148;0.44
395;147;0.4
395.5;148;0.44
396;148;0.4
396.5;148;0.4
397;148;0.4
397.5;149;0.44
398;149;0.44
398.5;149;0.4
399;149;0.4
399.5;149;0.4
400;150;0.44
400.5;150;0.44
401;150;0.4
401.5;150;0.4
402;150;0.4
402.5;151;0.44
403;151;0.4
403.5;151;0.4
404;151;0.4
404.5;151;0.4
405;151;0.4
405.5;152;0.44
406;152;0.4
406.5;152;0.4
407;153;0.44
407.5;153;0.44
408;153;0.4
408.5;153;0.4
409;153;0.4
409.5;153;0.4
410;154;0.44
410.5;154;0.4
411;154;0.4
411.5;154;0.4
412;154;0.4
412.5;155;0.44
413;155;0.4
413.5;155;0.4
414;155;0.4
414.5;155;0.4
415;156;0.4
415.5;156;0.4
416;156;0.4
416.5;156;0.4
417;156;0.4
417.5;156;0.36
418;157;0.4
418.5;157;0.4
419;157;0.4
419.5;157;0.36
420;157;0.4
420.5;158;0.4
421;158;0.4
421.5;158;0.4
422;158;0.4
422.5;158;0.36
423;158;0.36
423.5;159;0.4
424;159;0.4
424.5;159;0.4
425;159;0.36
425.5;160;0.4
426;160;0.4
426.5;160;0.4
427;160;0.4
427.5;160;0.36
428;160;0.36
428.5;161;0.4
429;161;0.4
429.5;161;0.4
430;161;0.4
430.5;162;0.4
431;162;0.4
431.5;162;0.4
432;162;0.36
432.5;162;0.36
433;162;0.36
433.5;163;0.4
434;163;0.4
434.5;163;0.4
435;163;0.36
435.5;163;0.36
436;163;0.36
436.5;164;0.4
437;164;0.4
437.5;164;0.36
438;164;0.36
438.5;165;0.4
439;165;0.4
439.5;165;0.4
440;165;0.36
440.5;165;0.36
441;165;0.36
441.5;166;0.4
442;166;0.4
442.5;166;0.4
443;166;0.36
443.5;166;0.36
444;166;0.36
444.5;167;0.4
445;167;0.4
445.5;167;0.36
446;167;0.36
446.5;167;0.36
447;168;0.4
447.5;168;0.4
448;168;0.4
448.5;168;0.36
449;168;0.36
449.5;168;0.36
450;169;0.4
450.5;169;0.36
451;169;0.36
451.5;169;0.36
452;170;0.4
452.5;170;0.4
453;170;0.4
453.5;170;0.36
454;170;0.36
454.5;170;0.36
455;171;0.4
455.5;171;0.36
456;171;0.36
456.5;171;0.36
457;171;0.36
457.5;171;0.36
458;172;0.4
458.5;172;0.36
459;172;0.36
459.5;172;0.36
460;172;0.36
460.5;173;0.4
461;173;0.4
461.5;173;0.36
462;173;0.36
462.5;173;0.36
463;173;0.36
463.5;174;0.36
464;174;0.36
464.5;174;0.36
465;174;0.36
465.5;174;0.36
466;174;0.36
466.5;175;0.36
467;175;0.36
467.5;175;0.36
468;175;0.36
468.5;175;0.36
469;176;0.4
469.5;176;0.36
470;176;0.36
470.5;176;0.36
471;176;0.36
471.5;177;0.4
472;177;0.36
472.5;177;0.36
473;177;0.36
473.5;177;0.36
474;177;0.36
474.5;177;0.36
475;178;0.36
475.5;178;0.36
476;178;0.36
476.5;178;0.36
477;178;0.32
477.5;178;0.32
478;179;0.36
478.5;179;0.36
479;179;0.36
479.5;179;0.36
480;179;0.32
480.5;179;0.32
481;180;0.36
481.5;180;0.36
482;180;0.36
482.5;180;0.36
483;180;0.32
483.5;181;0.36
484;181;0.36
484.5;181;0.36
485;181;0.36
485.5;181;0.32
486;182;0.36
486.5;182;0.36
487;182;0.36
487.5;182;0.36
488;182;0.36
488.5;182;0.32
489;182;0.32
489.5;183;0.36
490;183;0.36
490.5;183;0.36
491;183;0.36
491.5;183;0.32
492;183;0.32
492.5;183;0.32
493;184;0.36
493.5;184;0.36
494;184;0.32
494.5;184;0.32
495;184;0.32
495.5;185;0.36
496;184;0.32
496.5;185;0.32
497;185;0.32
497.5;185;0.32
498;185;0.32
498.5;186;0.36
499;186;0.36
499.5;186;0.36
500;186;0.32
500.5;186;0.32
501;186;0.32
501.5;187;0.36
502;187;0.36
502.5;187;0.36
503;187;0.32
503.5;187;0.32
504;187;0.32
504.5;187;0.32
505;188;0.36
505.5;188;0.36
506;188;0.32
506.5;188;0.32
507;188;0.32
507.5;188;0.32
508;189;0.36
508.5;189;0.32
509;189;0.32
509.5;189;0.32
510;189;0.32
510.5;189;0.32
511;189;0.28
511.5;190;0.32
512;190;0.32
512.5;190;0.32
513;190;0.32
513.5;190;0.32
514;191;0.36
514.5;190;0.28
515;191;0.32
515.5;191;0.32
516;191;0.32
516.5;191;0.32
517;192;0.36
517.5;192;0.36
518;192;0.32
518.5;192;0.32
519;192;0.32
519.5;192;0.32
520;192;0.32
520.5;193;0.32
521;193;0.36
521.5;193;0.32
522;193;0.32
522.5;193;0.32
523;193;0.32
523.5;193;0.28
524;194;0.32
524.5;194;0.32
525;194;0.32
525.5;194;0.32
526;194;0.32
526.5;194;0.28
527;195;0.32
527.5;195;0.32
528;195;0.32
528.5;195;0.32
529;195;0.32
529.5;195;0.32
530;196;0.32
530.5;196;0.32
531;196;0.32
531.5;196;0.32
532;196;0.32
532.5;196;0.32
533;196;0.28
533.5;197;0.32
534;197;0.32
534.5;197;0.32
535;197;0.32
535.5;197;0.32
536;197;0.32
536.5;197;0.28
537;198;0.32
537.5;198;0.32
538;198;0.32
538.5;198;0.32
539;198;0.28
539.5;198;0.32
540;199;0.32
540.5;199;0.32
541;199;0.32
541.5;199;0.32
542;199;0.28
542.5;199;0.28
543;199;0.28
543.5;199;0.28
544;200;0.32
544.5;200;0.32
545;200;0.32
545.5;200;0.28
546;200;0.28
546.5;200;0.28
547;201;0.32
547.5;201;0.32
548;201;0.32
548.5;201;0.32
549;201;0.28
549.5;201;0.28
550;201;0.28
550.5;202;0.32
551;202;0.32
551.5;202;0.32
552;202;0.28
552.5;202;0.28
553;202;0.28
553.5;202;0.28
554;203;0.32
554.5;203;0.32
555;203;0.28
555.5;203;0.28
556;203;0.28
556.5;203;0.28
557;204;0.32
557.5;203;0.28
558;204;0.32
558.5;204;0.28
559;204;0.28
559.5;204;0.28
560;204;0.28
560.5;204;0.28
561;204;0.28
561.5;205;0.32
562;205;0.28
562.5;205;0.28
563;205;0.28
563.5;205;0.28
564;206;0.32
564.5;205;0.28
565;206;0.28
565.5;206;0.28
566;206;0.28
566.5;206;0.28
567;206;0.28
567.5;207;0.32
568;206;0.28
568.5;207;0.32
569;207;0.28
569.5;207;0.28
570;207;0.28
570.5;207;0.28
571;207;0.28
571.5;208;0.32
572;208;0.28
572.5;208;0.28
573;208;0.28
573.5;208;0.28
574;208;0.28
574.5;208;0.28
575;208;0.28
575.5;209;0.28
576;209;0.28
576.5;209;0.28
577;209;0.28
577.5;209;0.28
578;209;0.28
578.5;209;0.28
579;209;0.24
579.5;210;0.28
580;210;0.28
580.5;210;0.28
581;210;0.28
581.5;210;0.28
582;210;0.24
582.5;210;0.28
583;210;0.24
583.5;211;0.28
584;211;0.28
584.5;211;0.28
585;211;0.28
585.5;211;0.28
586;211;0.28
586.5;211;0.24
587;212;0.28
587.5;212;0.28
588;212;0.28
588.5;212;0.28
589;212;0.24
589.5;212;0.28
590;212;0.24
590.5;213;0.28
591;213;0.28
591.5;213;0.28
592;213;0.28
592.5;213;0.24
593;213;0.28
593.5;213;0.24
594;213;0.24
594.5;214;0.28
595;214;0.28
595.5;214;0.28
596;214;0.28
596.5;214;0.24
597;214;0.24
597.5;214;0.24
598;214;0.24
598.5;215;0.28
599;215;0.28
599.5;215;0.28
600;215;0.28
600.5;215;0.24
601;215;0.24
601.5;215;0.24
602;215;0.24
602.5;215;0.24
603;216;0.28
603.5;216;0.28
604;216;0.28
604.5;216;0.24
605;216;0.24
605.5;216;0.24
606;216;0.24
606.5;217;0.28
607;217;0.28
607.5;217;0.28
608;217;0.28
608.5;217;0.24
609;217;0.24
609.5;217;0.24
610;217;0.24
610.5;218;0.28
611;218;0.28
611.5;218;0.28
612;218;0.24
612.5;218;0.24
613;218;0.24
613.5;218;0.24
614;219;0.28
614.5;219;0.28
615;219;0.28
615.5;219;0.24
616;219;0.24
616.5;219;0.24
617;219;0.24
617.5;219;0.24
618;219;0.24
618.5;220;0.28
619;220;0.28
619.5;220;0.24
620;220;0.24
620.5;220;0.24
621;220;0.24
621.5;220;0.24
622;220;0.24
622.5;220;0.24
623;221;0.28
623.5;221;0.24
624;221;0.24
624.5;221;0.24
625;221;0.24
625.5;221;0.24
626;221;0.24
626.5;221;0.24
627;221;0.24
627.5;222;0.28
628;222;0.24
628.5;222;0.24
629;222;0.24
629.5;222;0.24
630;222;0.24
630.5;222;0.24
631;222;0.24
631.5;223;0.24
632;223;0.24
632.5;223;0.24
633;223;0.24
633.5;223;0.24
634;223;0.24
634.5;223;0.24
635;223;0.24
635.5;224;0.24
636;224;0.24
636.5;224;0.24
637;224;0.24
637.5;224;0.24
638;224;0.24
638.5;224;0.24
639;224;0.2
639.5;224;0.2
640;225;0.24
640.5;225;0.24
641;225;0.24
641.5;225;0.24
642;225;0.24
642.5;225;0.24
643;225;0.24
643.5;225;0.2
644;226;0.24
644.5;226;0.24
645;226;0.24
645.5;226;0.24
646;226;0.24
646.5;226;0.24
647;226;0.24
647.5;226;0.24
648;226;0.2
648.5;227;0.24
649;226;0.2
649.5;227;0.24
650;227;0.24
650.5;227;0.24
651;227;0.24
651.5;227;0.24
652;227;0.24
652.5;227;0.2
653;227;0.2
653.5;227;0.2
654;228;0.24
654.5;228;0.24
655;228;0.24
655.5;228;0.24
656;228;0.24
656.5;228;0.2
657;228;0.2
657.5;228;0.2
658;228;0.2
658.5;229;0.24
659;229;0.24
659.5;229;0.24
660;229;0.24
660.5;229;0.2
661;229;0.2
661.5;229;0.2
662;229;0.2
662.5;229;0.2
663;230;0.24
663.5;230;0.24
664;230;0.24
664.5;230;0.24
665;230;0.2
665.5;230;0.2
666;230;0.2
666.5;230;0.2
667;230;0.2
667.5;231;0.24
668;231;0.24
668.5;231;0.24
669;231;0.2
669.5;231;0.2
670;231;0.2
670.5;231;0.2
671;231;0.2
671.5;231;0.2
672;231;0.2
672.5;231;0.2
673;232;0.24
673.5;232;0.2
674;232;0.24
674.5;232;0.2
675;232;0.2
675.5;232;0.2
676;232;0.2
676.5;232;0.2
677;233;0.24
677.5;233;0.24
678;233;0.24
678.5;233;0.24
679;233;0.2
679.5;233;0.2
680;233;0.2
680.5;233;0.2
681;233;0.2
681.5;233;0.2
682;234;0.24
682.5;234;0.24
683;234;0.24
683.5;234;0.2
684;234;0.2
684.5;234;0.2
685;234;0.2
685.5;234;0.2
686;234;0.2
686.5;234;0.2
687;235;0.24
687.5;234;0.2
688;235;0.2
688.5;235;0.2
689;235;0.2
689.5;235;0.2
690;235;0.2
690.5;235;0.2
691;235;0.2
691.5;235;0.2
692;236;0.24
692.5;235;0.16
693;236;0.2
693.5;236;0.2
694;236;0.2
